date,store_id,flavor,units_sold,price_per_scoop,total_revenue,promotion,promo_discount,weekday,month,season,temperature,rainfall,event,social_media_sentiment,customer_traffic
4/1/2020,Thornbury,Cookies & Cream,20,6,120,Yes,0,Saturday,1,Summer,30,0,No,-0.373159512,226
5/1/2020,Brunswick,Mango Sorbet,31,5.5,170.5,No,0,Sunday,1,Summer,34,0,No,0.45772856,199
5/1/2020,Brunswick,Watermelon & Strawberry Sorbet,33,5.5,181.5,No,0,Sunday,1,Summer,34,0,No,0.45772856,263
5/1/2020,Brunswick,Banoffee Pie,30,6,180,Yes,0,Sunday,1,Summer,34,0,No,0.45772856,247
5/1/2020,Brunswick,Malted Chocolate,32,5.4,172.8,No,10,Sunday,1,Summer,34,0,No,0.45772856,202
5/1/2020,Brunswick,Malted Vanilla,22,6,132,Yes,0,Sunday,1,Summer,34,0,No,0.45772856,180
5/1/2020,Brunswick,Cookies & Cream,27,6,162,Yes,0,Sunday,1,Summer,34,0,No,0.45772856,238
5/1/2020,Thornbury,Mango Sorbet,33,5.5,181.5,No,0,Sunday,1,Summer,37,0,No,0.508767094,190
5/1/2020,Thornbury,Watermelon & Strawberry Sorbet,34,5.5,187,No,0,Sunday,1,Summer,37,0,No,0.508767094,164
5/1/2020,Thornbury,Banoffee Pie,31,6,186,No,0,Sunday,1,Summer,37,0,No,0.508767094,197
5/1/2020,Thornbury,Malted Chocolate,23,5.4,124.2,No,10,Sunday,1,Summer,37,0,No,0.508767094,225
5/1/2020,Thornbury,Malted Vanilla,41,6,246,No,0,Sunday,1,Summer,37,0,No,0.508767094,238
5/1/2020,Thornbury,Cookies & Cream,29,6,174,No,0,Sunday,1,Summer,37,0,No,0.508767094,129
6/1/2020,Brunswick,Mango Sorbet,25,5.5,,No,0,Monday,1,Summer,39,0,No,0.950637046,137
6/1/2020,Brunswick,Watermelon & Strawberry Sorbet,37,5.5,203.5,No,0,Monday,1,Summer,39,0,No,0.950637046,68
6/1/2020,Brunswick,Banoffee Pie,26,6,156,No,0,Monday,1,Summer,39,0,No,0.950637046,116
6/1/2020,Brunswick,Malted Chocolate,33,6,198,Yes,0,Monday,1,Summer,39,0,No,0.950637046,175
6/1/2020,Brunswick,Malted Vanilla,38,6,228,No,0,Monday,1,Summer,39,0,No,0.950637046,115
6/1/2020,Brunswick,Cookies & Cream,29,6,174,No,0,Monday,1,Summer,39,0,No,0.950637046,64
6/1/2020,Thornbury,Mango Sorbet,42,5.5,231,No,0,Monday,1,Summer,28,0,No,0.90366216,104
6/1/2020,Thornbury,Watermelon & Strawberry Sorbet,28,5.5,154,No,0,Monday,1,Summer,28,0,No,0.90366216,92
6/1/2020,Thornbury,Banoffee Pie,30,6,180,No,0,Monday,1,Summer,28,0,No,0.90366216,51
6/1/2020,Thornbury,Malted Chocolate,,4.8,192,No,20,Monday,1,Summer,28,0,No,0.90366216,172
6/1/2020,Thornbury,Malted Vanilla,29,6,174,No,0,Monday,1,Summer,28,0,No,0.90366216,75
6/1/2020,Thornbury,Cookies & Cream,34,6,204,No,0,Monday,1,Summer,28,0,No,0.90366216,149
7/1/2020,Brunswick,Mango Sorbet,28,5.5,154,Yes,0,Tuesday,1,Summer,30,0,No,-0.621561106,123
7/1/2020,Brunswick,Watermelon & Strawberry Sorbet,35,5.5,192.5,No,0,Tuesday,1,Summer,30,0,No,-0.621561106,188
7/1/2020,Brunswick,Banoffee Pie,26,5.1,132.6,No,15,Tuesday,1,Summer,30,0,No,-0.621561106,79
7/1/2020,Brunswick,Malted Chocolate,26,6,156,No,0,Tuesday,1,Summer,30,0,No,-0.621561106,155
7/1/2020,Brunswick,Malted Vanilla,30,5.4,162,No,10,Tuesday,1,Summer,30,0,No,-0.621561106,158
7/1/2020,Brunswick,Cookies & Cream,34,5.4,183.6,No,10,Tuesday,1,Summer,30,0,No,-0.621561106,87
7/1/2020,Thornbury,Mango Sorbet,36,5.5,198,No,0,Tuesday,1,Summer,38,0,No,-0.379512652,137
7/1/2020,Thornbury,Watermelon & Strawberry Sorbet,28,5.5,154,No,0,Tuesday,1,Summer,38,0,No,-0.379512652,71
7/1/2020,Thornbury,Banoffee Pie,26,5.4,140.4,UNK,10,Tuesday,1,Summer,38,0,No,-0.379512652,148
7/1/2020,Thornbury,Malted Chocolate,32,6,192,No,0,Tuesday,1,Summer,38,0,No,-0.379512652,71
7/1/2020,Thornbury,Malted Vanilla,33,6,198,Yes,0,Tuesday,1,Summer,38,0,No,-0.379512652,159
7/1/2020,Thornbury,Cookies & Cream,35,6,210,Yes,0,Tuesday,1,Summer,38,0,No,-0.379512652,67
8/1/2020,Brunswick,Mango Sorbet,28,5.5,154,Yes,0,Wednesday,1,Summer,27,0,No,0.43297428,161
8/1/2020,Brunswick,Watermelon & Strawberry Sorbet,28,5.5,154,No,0,Wednesday,1,Summer,27,0,No,0.43297428,175
8/1/2020,Brunswick,Banoffee Pie,23,4.8,110.4,No,20,Wednesday,1,Summer,27,0,No,0.43297428,199
8/1/2020,Brunswick,Malted Chocolate,22,6,132,No,0,Wednesday,1,Summer,27,0,No,0.43297428,94
8/1/2020,Brunswick,Malted Vanilla,35,6,210,No,0,Wednesday,1,Summer,27,0,No,0.43297428,167
8/1/2020,Brunswick,Cookies & Cream,30,6,180,No,0,Wednesday,1,Summer,27,0,No,0.43297428,137
8/1/2020,Thornbury,Mango Sorbet,26,5.5,143,No,0,Wednesday,1,Summer,33,7.882558042,No,0.433429014,62
8/1/2020,Thornbury,Watermelon & Strawberry Sorbet,30,5.5,165,No,0,Wednesday,1,Summer,33,7.882558042,No,0.433429014,168
8/1/2020,Thornbury,Banoffee Pie,23,5.1,117.3,Yes,15,Wednesday,1,Summer,33,7.882558042,No,0.433429014,165
8/1/2020,Thornbury,Malted Chocolate,,6,162,Yes,0,Wednesday,1,Summer,33,7.882558042,No,0.433429014,108
8/1/2020,Thornbury,Malted Vanilla,28,6,168,No,0,Wednesday,1,Summer,33,7.882558042,No,0.433429014,36
8/1/2020,Thornbury,Cookies & Cream,17,5.1,86.7,No,15,Wednesday,1,Summer,33,7.882558042,No,0.433429014,173
9/1/2020,Brunswick,Mango Sorbet,8,5.5,44,Yes,0,Thursday,1,Summer,26,6.183786685,No,-0.343020587,156
9/1/2020,Brunswick,Watermelon & Strawberry Sorbet,22,5.5,121,No,0,Thursday,1,Summer,26,6.183786685,No,-0.343020587,50
9/1/2020,Brunswick,Banoffee Pie,23,6,138,No,0,Thursday,1,Summer,26,6.183786685,No,-0.343020587,143
9/1/2020,Brunswick,Malted Chocolate,23,6,138,No,0,Thursday,1,Summer,26,6.183786685,No,-0.343020587,174
9/1/2020,Brunswick,Malted Vanilla,24,6,144,No,0,Thursday,1,Summer,26,6.183786685,No,-0.343020587,108
9/1/2020,Brunswick,Cookies & Cream,30,6,180,Yes,0,Thursday,1,Summer,26,6.183786685,No,-0.343020587,32
9/1/2020,Thornbury,Mango Sorbet,36,5.5,198,Yes,0,Thursday,1,Summer,39,0,No,0.579871485,66
9/1/2020,Thornbury,Watermelon & Strawberry Sorbet,40,5.5,220,No,0,Thursday,1,Summer,39,0,No,0.579871485,80
9/1/2020,Thornbury,Banoffee Pie,39,6,234,No,0,Thursday,1,Summer,39,0,No,0.579871485,138
9/1/2020,Thornbury,Malted Chocolate,37,6,222,No,0,Thursday,1,Summer,39,0,No,0.579871485,174
9/1/2020,Thornbury,Malted Vanilla,20,6,120,Yes,0,Thursday,1,Summer,39,0,No,0.579871485,54
9/1/2020,Thornbury,Cookies & Cream,32,6,192,No,0,Thursday,1,Summer,39,0,No,0.579871485,145
10/1/2020,Brunswick,Mango Sorbet,27,5.5,148.5,No,0,Friday,1,Summer,33,0,No,0.447440596,54
10/1/2020,Brunswick,Watermelon & Strawberry Sorbet,31,5.5,170.5,No,0,Friday,1,Summer,33,0,No,0.447440596,144
10/1/2020,Brunswick,Banoffee Pie,24,6,144,No,0,Friday,1,Summer,33,0,No,0.447440596,159
10/1/2020,Brunswick,Malted Chocolate,31,4.8,148.8,Yes,20,Friday,1,Summer,33,0,No,0.447440596,104
10/1/2020,Brunswick,Malted Vanilla,39,4.8,187.2,No,20,Friday,1,Summer,33,0,No,0.447440596,50
10/1/2020,Brunswick,Cookies & Cream,26,6,156,No,0,Friday,1,Summer,33,0,No,0.447440596,195
10/1/2020,Thornbury,Mango Sorbet,20,5.5,110,No,0,Friday,1,Summer,29,5.999420753,No,-0.499988107,110
10/1/2020,Thornbury,Watermelon & Strawberry Sorbet,,5.5,115.5,No,0,Friday,1,Summer,29,5.999420753,No,-0.499988107,180
10/1/2020,Thornbury,Banoffee Pie,26,5.1,132.6,Yes,15,Friday,1,Summer,29,5.999420753,No,-0.499988107,127
10/1/2020,Thornbury,Malted Chocolate,28,5.4,151.2,No,10,Friday,1,Summer,29,5.999420753,No,-0.499988107,139
10/1/2020,Thornbury,Malted Vanilla,26,6,156,No,0,Friday,1,Summer,29,5.999420753,No,-0.499988107,152
10/1/2020,Thornbury,Cookies & Cream,25,5.4,135,No,10,Friday,1,Summer,29,5.999420753,No,-0.499988107,70
11/1/2020,Brunswick,Mango Sorbet,32,5.5,176,No,0,Saturday,1,Summer,34,0,No,0.962480197,258
11/1/2020,Brunswick,Watermelon & Strawberry Sorbet,38,5.5,209,No,0,Saturday,1,Summer,34,0,No,0.962480197,202
11/1/2020,Brunswick,Banoffee Pie,30,6,180,No,0,Saturday,1,Summer,34,0,No,0.962480197,266
11/1/2020,Brunswick,Malted Chocolate,30,6,180,No,0,Saturday,1,Summer,34,0,No,0.962480197,215
11/1/2020,Brunswick,Malted Vanilla,30,6,180,No,0,Saturday,1,Summer,34,0,No,0.962480197,174
11/1/2020,Brunswick,Cookies & Cream,37,6,222,No,0,Saturday,1,Summer,34,0,No,0.962480197,120
11/1/2020,Thornbury,Mango Sorbet,24,4.68,112.32,No,15,Saturday,1,Summer,32,0,No,0.887997421,190
11/1/2020,Thornbury,Watermelon & Strawberry Sorbet,37,5.5,203.5,Yes,0,Saturday,1,Summer,32,0,No,0.887997421,225
11/1/2020,Thornbury,Banoffee Pie,38,6,228,No,0,Saturday,1,Summer,32,0,No,0.887997421,175
11/1/2020,Thornbury,Malted Chocolate,22,4.8,105.6,No,20,Saturday,1,Summer,32,0,No,0.887997421,230
11/1/2020,Thornbury,Malted Vanilla,40,5.4,216,No,10,Saturday,1,Summer,32,0,No,0.887997421,226
11/1/2020,Thornbury,Cookies & Cream,25,5.4,135,Yes,10,Saturday,1,Summer,32,0,No,0.887997421,216
12/1/2020,Brunswick,Mango Sorbet,38,5.5,,No,0,Sunday,1,Summer,39,0,No,-0.529833621,167
12/1/2020,Brunswick,Watermelon & Strawberry Sorbet,29,5.5,159.5,No,0,Sunday,1,Summer,39,0,No,-0.529833621,237
12/1/2020,Brunswick,Banoffee Pie,34,6,204,No,0,Sunday,1,Summer,39,0,No,-0.529833621,180
12/1/2020,Brunswick,Malted Chocolate,36,6,216,Yes,0,Sunday,1,Summer,39,0,No,-0.529833621,124
12/1/2020,Brunswick,Malted Vanilla,29,6,174,No,0,Sunday,1,Summer,39,0,No,-0.529833621,195
12/1/2020,Brunswick,Cookies & Cream,26,6,156,Yes,0,Sunday,1,Summer,39,0,No,-0.529833621,227
12/1/2020,Thornbury,Mango Sorbet,38,4.95,188.1,No,10,Sunday,1,Summer,37,0,No,0.01620981,170
12/1/2020,Thornbury,Watermelon & Strawberry Sorbet,30,5.5,165,No,0,Sunday,1,Summer,37,0,No,0.01620981,179
12/1/2020,Thornbury,Banoffee Pie,30,6,180,No,0,Sunday,1,Summer,37,0,No,0.01620981,232
12/1/2020,Thornbury,Malted Chocolate,37,5.1,188.7,Yes,15,Sunday,1,Summer,37,0,No,0.01620981,162
12/1/2020,Thornbury,Malted Vanilla,35,6,210,Yes,0,Sunday,1,Summer,37,0,No,0.01620981,110
12/1/2020,Thornbury,Cookies & Cream,30,6,180,No,0,Sunday,1,Summer,37,0,No,0.01620981,207
13/1/2020,Brunswick,Mango Sorbet,29,5.5,159.5,No,0,Monday,1,Summer,27,0,No,0.695173896,141
13/1/2020,Brunswick,Watermelon & Strawberry Sorbet,26,5.5,143,No,0,Monday,1,Summer,27,0,No,0.695173896,92
13/1/2020,Brunswick,Banoffee Pie,28,6,168,No,0,Monday,1,Summer,27,0,No,0.695173896,55
13/1/2020,Brunswick,Malted Chocolate,30,6,180,No,0,Monday,1,Summer,27,0,No,0.695173896,69
13/1/2020,Brunswick,Malted Vanilla,28,6,168,Yes,0,Monday,1,Summer,27,0,No,0.695173896,160
13/1/2020,Brunswick,Cookies & Cream,30,6,180,No,0,Monday,1,Summer,27,0,No,0.695173896,140
13/1/2020,Thornbury,Mango Sorbet,31,4.95,153.45,No,10,Monday,1,Summer,39,0,No,-0.514087638,112
13/1/2020,Thornbury,Watermelon & Strawberry Sorbet,35,5.5,192.5,No,0,Monday,1,Summer,39,0,No,-0.514087638,79
13/1/2020,Thornbury,Banoffee Pie,40,6,240,Yes,0,Monday,1,Summer,39,0,No,-0.514087638,168
13/1/2020,Thornbury,Malted Chocolate,28,5.4,151.2,No,10,Monday,1,Summer,39,0,No,-0.514087638,180
13/1/2020,Thornbury,Malted Vanilla,32,6,192,No,0,Monday,1,Summer,39,0,No,-0.514087638,97
13/1/2020,Thornbury,Cookies & Cream,26,6,,UNK,0,Monday,1,Summer,39,0,No,-0.514087638,78
14/1/2020,Brunswick,Mango Sorbet,28,5.5,154,No,0,Tuesday,1,Summer,31,0,No,-0.989554697,137
14/1/2020,Brunswick,Watermelon & Strawberry Sorbet,30,4.95,148.5,No,10,Tuesday,1,Summer,31,0,No,-0.989554697,114
14/1/2020,Brunswick,Banoffee Pie,35,5.4,189,Yes,10,Tuesday,1,Summer,31,0,No,-0.989554697,132
14/1/2020,Brunswick,Malted Chocolate,32,5.4,172.8,Yes,10,Tuesday,1,Summer,31,0,No,-0.989554697,139
14/1/2020,Brunswick,Malted Vanilla,34,6,204,No,0,Tuesday,1,Summer,31,0,No,-0.989554697,157
14/1/2020,Brunswick,Cookies & Cream,25,6,150,No,0,Tuesday,1,Summer,31,0,No,-0.989554697,102
14/1/2020,Thornbury,Mango Sorbet,25,5.5,137.5,No,0,Tuesday,1,Summer,39,0,No,-0.117227166,126
14/1/2020,Thornbury,Watermelon & Strawberry Sorbet,37,5.5,203.5,No,0,Tuesday,1,Summer,39,0,No,-0.117227166,182
14/1/2020,Thornbury,Banoffee Pie,33,5.4,178.2,No,10,Tuesday,1,Summer,39,0,No,-0.117227166,105
14/1/2020,Thornbury,Malted Chocolate,28,6,168,No,0,Tuesday,1,Summer,39,0,No,-0.117227166,70
14/1/2020,Thornbury,Malted Vanilla,19,5.4,102.6,Yes,10,Tuesday,1,Summer,39,0,No,-0.117227166,137
14/1/2020,Thornbury,Cookies & Cream,21,5.1,107.1,No,15,Tuesday,1,Summer,39,0,No,-0.117227166,91
15/1/2020,Brunswick,Mango Sorbet,31,5.5,170.5,No,0,Wednesday,1,Summer,30,0,No,0.901124782,67
15/1/2020,Brunswick,Watermelon & Strawberry Sorbet,30,5.5,165,No,0,Wednesday,1,Summer,30,0,No,0.901124782,66
15/1/2020,Brunswick,Banoffee Pie,30,6,180,No,0,Wednesday,1,Summer,30,0,No,0.901124782,199
15/1/2020,Brunswick,Malted Chocolate,30,6,180,No,0,Wednesday,1,Summer,30,0,No,0.901124782,140
15/1/2020,Brunswick,Malted Vanilla,35,6,210,No,0,Wednesday,1,Summer,30,0,No,0.901124782,95
15/1/2020,Brunswick,Cookies & Cream,25,5.4,135,No,10,Wednesday,1,Summer,30,0,No,0.901124782,168
15/1/2020,Thornbury,Mango Sorbet,32,5.5,176,No,0,Wednesday,1,Summer,33,0,No,-0.673776303,121
15/1/2020,Thornbury,Watermelon & Strawberry Sorbet,27,5.5,148.5,No,0,Wednesday,1,Summer,33,0,No,-0.673776303,110
15/1/2020,Thornbury,Banoffee Pie,49,6,294,No,0,Wednesday,1,Summer,33,0,No,-0.673776303,51
15/1/2020,Thornbury,Malted Chocolate,33,5.4,178.2,No,10,Wednesday,1,Summer,33,0,No,-0.673776303,73
15/1/2020,Thornbury,Malted Vanilla,23,6,138,No,0,Wednesday,1,Summer,33,0,No,-0.673776303,165
15/1/2020,Thornbury,Cookies & Cream,,6,156,Yes,0,Wednesday,1,Summer,33,0,No,-0.673776303,132
16/1/2020,Brunswick,Mango Sorbet,28,5.5,154,No,0,Thursday,1,Summer,29,2.130194913,No,0.28554615,190
16/1/2020,Brunswick,Watermelon & Strawberry Sorbet,35,4.95,173.25,Yes,10,Thursday,1,Summer,29,2.130194913,No,0.28554615,181
16/1/2020,Brunswick,Banoffee Pie,28,6,168,Yes,0,Thursday,1,Summer,29,2.130194913,No,0.28554615,190
16/1/2020,Brunswick,Malted Chocolate,37,6,222,No,0,Thursday,1,Summer,29,2.130194913,No,0.28554615,176
16/1/2020,Brunswick,Malted Vanilla,28,6,168,No,0,Thursday,1,Summer,29,2.130194913,No,0.28554615,159
16/1/2020,Brunswick,Cookies & Cream,34,6,204,No,0,Thursday,1,Summer,29,2.130194913,No,0.28554615,116
16/1/2020,Thornbury,Mango Sorbet,19,5.5,104.5,No,0,Thursday,1,Summer,27,0,No,-0.562877692,73
16/1/2020,Thornbury,Watermelon & Strawberry Sorbet,24,4.68,112.32,No,15,Thursday,1,Summer,27,0,No,-0.562877692,53
16/1/2020,Thornbury,Banoffee Pie,35,5.1,178.5,Yes,15,Thursday,1,Summer,27,0,No,-0.562877692,105
16/1/2020,Thornbury,Malted Chocolate,28,6,168,No,0,Thursday,1,Summer,27,0,No,-0.562877692,156
16/1/2020,Thornbury,Malted Vanilla,26,6,156,No,0,Thursday,1,Summer,27,0,No,-0.562877692,133
16/1/2020,Thornbury,Cookies & Cream,21,6,126,No,0,Thursday,1,Summer,27,0,No,-0.562877692,113
17/1/2020,Brunswick,Mango Sorbet,12,4.95,59.4,Yes,10,Friday,1,Summer,33,7.819263267,No,0.13303746,122
17/1/2020,Brunswick,Watermelon & Strawberry Sorbet,30,5.5,165,Yes,0,Friday,1,Summer,33,7.819263267,No,0.13303746,137
17/1/2020,Brunswick,Banoffee Pie,19,6,114,No,0,Friday,1,Summer,33,7.819263267,No,0.13303746,134
17/1/2020,Brunswick,Malted Chocolate,25,6,150,No,0,Friday,1,Summer,33,7.819263267,No,0.13303746,117
17/1/2020,Brunswick,Malted Vanilla,26,6,156,No,0,Friday,1,Summer,33,7.819263267,No,0.13303746,132
17/1/2020,Brunswick,Cookies & Cream,29,4.8,139.2,No,20,Friday,1,Summer,33,7.819263267,No,0.13303746,87
17/1/2020,Thornbury,Mango Sorbet,41,5.5,,No,0,Friday,1,Summer,34,4.580132007,No,-0.52125528,153
17/1/2020,Thornbury,Watermelon & Strawberry Sorbet,28,5.5,154,No,0,Friday,1,Summer,34,4.580132007,No,-0.52125528,77
17/1/2020,Thornbury,Banoffee Pie,43,6,258,UNK,0,Friday,1,Summer,34,4.580132007,No,-0.52125528,126
17/1/2020,Thornbury,Malted Chocolate,38,5.1,193.8,Yes,15,Friday,1,Summer,34,4.580132007,No,-0.52125528,132
17/1/2020,Thornbury,Malted Vanilla,29,6,174,No,0,Friday,1,Summer,34,4.580132007,No,-0.52125528,58
17/1/2020,Thornbury,Cookies & Cream,30,5.4,162,No,10,Friday,1,Summer,34,4.580132007,No,-0.52125528,71
18/1/2020,Brunswick,Mango Sorbet,40,4.4,176,No,20,Saturday,1,Summer,25,0,No,-0.390428501,251
18/1/2020,Brunswick,Watermelon & Strawberry Sorbet,30,5.5,165,No,0,Saturday,1,Summer,25,0,No,-0.390428501,142
18/1/2020,Brunswick,Banoffee Pie,34,6,204,No,0,Saturday,1,Summer,25,0,No,-0.390428501,202
18/1/2020,Brunswick,Malted Chocolate,32,5.4,172.8,No,10,Saturday,1,Summer,25,0,No,-0.390428501,218
18/1/2020,Brunswick,Malted Vanilla,23,6,138,Yes,0,Saturday,1,Summer,25,0,No,-0.390428501,130
18/1/2020,Brunswick,Cookies & Cream,31,6,186,No,0,Saturday,1,Summer,25,0,No,-0.390428501,202
18/1/2020,Thornbury,Mango Sorbet,32,5.5,176,No,0,Saturday,1,Summer,28,0,No,-0.192077589,147
18/1/2020,Thornbury,Watermelon & Strawberry Sorbet,25,5.5,137.5,Yes,0,Saturday,1,Summer,28,0,No,-0.192077589,225
18/1/2020,Thornbury,Banoffee Pie,36,6,216,No,0,Saturday,1,Summer,28,0,No,-0.192077589,237
18/1/2020,Thornbury,Malted Chocolate,26,6,156,No,0,Saturday,1,Summer,28,0,No,-0.192077589,158
18/1/2020,Thornbury,Malted Vanilla,33,5.1,168.3,No,15,Saturday,1,Summer,28,0,No,-0.192077589,210
18/1/2020,Thornbury,Cookies & Cream,32,5.1,163.2,No,15,Saturday,1,Summer,28,0,No,-0.192077589,192
19/1/2020,Brunswick,Mango Sorbet,20,4.68,93.6,No,15,Sunday,1,Summer,26,7.213687984,No,0.374116189,205
19/1/2020,Brunswick,Watermelon & Strawberry Sorbet,20,5.5,110,No,0,Sunday,1,Summer,26,7.213687984,No,0.374116189,156
19/1/2020,Brunswick,Banoffee Pie,30,6,180,No,0,Sunday,1,Summer,26,7.213687984,No,0.374116189,228
19/1/2020,Brunswick,Malted Chocolate,26,6,156,No,0,Sunday,1,Summer,26,7.213687984,No,0.374116189,152
19/1/2020,Brunswick,Malted Vanilla,23,5.4,124.2,No,10,Sunday,1,Summer,26,7.213687984,No,0.374116189,164
19/1/2020,Brunswick,Cookies & Cream,17,6,102,No,0,Sunday,1,Summer,26,7.213687984,No,0.374116189,116
19/1/2020,Thornbury,Mango Sorbet,28,5.5,154,No,0,Sunday,1,Summer,30,0,No,-0.539347823,146
